name,location,currency,price,participants,organizer,period,invite,tags,logo_link,item_id,start_date,end_date
BRING THE HEAT: Online Hackathon for FLIR ONE Thermal Camera Apps,Online,$,30205,135,Other,"Oct 01, 2015 - Jan 12, 2016",False,['IoT'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/296/290/datas/medium_square.png,item-07728,2015-10-01,2016-01-12
Hacktoberfest 2015,Online,$,250,59,Other,"Oct 01 - Nov 01, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/298/225/datas/medium_square.jpg,item-07729,2015-10-01,2015-11-01
WearHacks NYC,NYU Polytechnic School of Engineering,$,1895,112,Other,"Oct 23 - 25, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/289/860/datas/medium_square.png,item-07730,2015-10-23,2015-10-25
VandyHacks II,Vanderbilt University - Sarratt / Rand,$,16158,114,Other,"Oct 03 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/297/979/datas/medium_square.png,item-07731,2015-10-03,2015-10-04
Unituhack London,"Innovation Warehouse, London",£,570,13,Other,"Nov 14, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/295/936/datas/medium_square.png,item-07732,2015-11-14,2015-11-21
Open Data Hackathon 2015: Hack for Piter,Smart Hub,$,12000,24,Other,"Oct 01 - 25, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/296/870/datas/medium_square.png,item-07733,2015-10-01,2015-10-25
"Nexmo: Sky's the Limit, Anything Goes (Pro)!",Online,$,0,40,Other,"Oct 01 - 31, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/296/228/datas/medium_square.jpg,item-07734,2015-10-01,2015-10-31
#INCLUDE<A-THON>,"Piloto 151 - San Juan, Puerto Rico",$,2100,49,Other,"Oct 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/296/001/datas/medium_square.png,item-07735,2015-10-04,2015-10-11
Simmons SharkHack,Simmons College School of Library and Information Science,$,0,23,Other,"Sep 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/295/872/datas/medium_square.png,item-07736,2015-09-26,2015-10-03
HackCMU 2015,Carnegie Mellon University,$,6720,60,Other,"Sep 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/296/237/datas/medium_square.png,item-07737,2015-09-26,2015-10-03
MXHacks III,ITESM Campus Santa Fé,$,0,91,Other,"Oct 03 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/290/236/datas/medium_square.png,item-07738,2015-10-03,2015-10-04
SASEhack @ National Conference 2015,Houston Technology Center,$,1750,30,Other,"Oct 10 - 11, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/786/datas/medium_square.png,item-07739,2015-10-10,2015-10-11
Smart Bar Hackathon,University of Illinois Campus,$,0,54,Other,"Sep 25 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/004/datas/medium_square.png,item-07740,2015-09-25,2015-09-27
CodeOne Omaha,First National Bank Tower Wintergarden,$,17000,37,Other,"Sep 25 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/284/099/datas/medium_square.png,item-07741,2015-09-25,2015-09-27
WearHacks Montreal,La Commune,$,0,192,Other,"Oct 02 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/296/147/datas/medium_square.png,item-07742,2015-10-02,2015-10-04
Adobe Creative SDK Hackathon,Online,$,5000,82,Other,"Oct 05 - Nov 23, 2015",False,['Productivity'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/071/datas/medium_square.png,item-07743,2015-10-05,2015-11-23
HackDartmouth II,Dartmouth College,$,8680,89,Other,"Oct 03 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/286/842/datas/medium_square.png,item-07744,2015-10-03,2015-10-04
LexHack 2015,Lexington High School,$,0,32,Other,"Sep 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/172/datas/medium_square.png,item-07745,2015-09-19,2015-09-26
HackPR F15,"University of Puerto Rico, Mayagüez",$,2750,101,Other,"Sep 19 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/450/datas/medium_square.png,item-07746,2015-09-19,2015-09-20
HackFest for Apache Ambari,Pivotal,$,75,39,Other,"Oct 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/290/451/datas/medium_square.png,item-07747,2015-10-17,2015-10-24
Numenta HTM Challenge,Online,$,6500,88,Other,"Sep 18 - Nov 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/290/200/datas/medium_square.png,item-07748,2015-09-18,2015-11-04
MedHacks,Johns Hopkins University - Bloomberg Center for Physics and Astronomy,$,2810,99,Other,"Oct 02 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/289/933/datas/medium_square.png,item-07749,2015-10-02,2015-10-04
Hack With Me,Online,$,71570,125,Other,"Sep 23 - Oct 16, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/287/315/datas/medium_square.jpg,item-07750,2015-09-23,2015-10-16
Hackagong 2015,UOW UniCentre,$,72500,110,Other,"Sep 18 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/286/897/datas/medium_square.png,item-07751,2015-09-18,2015-09-20
FINRA CDHacks,FINRA &  JHU MCC (across from FINRA),$,3000,86,Other,"Oct 23 - 24, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/290/004/datas/medium_square.png,item-07752,2015-10-23,2015-10-24
BigRed//Hacks 2015,Cornell University,$,0,183,Other,"Sep 18 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/289/915/datas/medium_square.png,item-07753,2015-09-18,2015-09-20
RamHacks,Virginia Commonwealth University,$,1530,29,Other,"Sep 12 - 13, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/150/datas/medium_square.png,item-07754,2015-09-12,2015-09-13
Hack ISU,Coover Hall,$,0,211,Other,"Sep 18 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/287/264/datas/medium_square.png,item-07755,2015-09-18,2015-09-20
WUHack 2015,"Washington University in St. Louis, Lopata Gallery",$,2200,100,Other,"Sep 18 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/287/122/datas/medium_square.png,item-07756,2015-09-18,2015-09-20
Baltimore Hackathon,Digital Harbor Foundation,$,11000,72,Other,"Sep 18 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/287/197/datas/medium_square.jpg,item-07757,2015-09-18,2015-09-20
MHacks 6,University of Michigan - North Campus,$,49600,695,Other,"Sep 11 - 13, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/985/datas/medium_square.png,item-07758,2015-09-11,2015-09-13
Hack the North 2015,"E5, University of Waterloo",$,30350,742,Other,"Sep 18 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/286/848/datas/medium_square.png,item-07759,2015-09-18,2015-09-20
HopHacks - Fall 2015,Johns Hopkins University,$,2592,134,Other,"Sep 11 - 13, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07760,2015-09-11,2015-09-13
Fall 2015 hackNY Student Hackathon,NYU Courant Institute of Mathematical Sciences,$,3516,149,Other,"Sep 26 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/170/datas/medium_square.png,item-07761,2015-09-26,2015-09-27
Hsuehshan Tunnel Transformer,Online,$,30000,191,Ford,"Sep 02 - Nov 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/154/datas/medium_square.jpg,item-07762,2015-09-02,2015-11-19
RootsTech Innovator Showdown,Online,$,100000,162,Other,"Sep 01 - Dec 02, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/409/datas/medium_square.jpeg,item-07763,2015-09-01,2015-12-02
AEC Technology Hackathon 2015,Grohe Live! NYC,$,1150,38,Other,"Sep 26 - Oct 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/583/datas/medium_square.jpg,item-07764,2015-09-26,2015-10-27
Nexmo & Pubnub,Online,$,0,34,Other,"Sep 01 - 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/277/199/datas/medium_square.jpg,item-07765,2015-09-01,2015-09-30
TRNQL Online Challenge,Online,$,3000,52,Other,"Aug 30 - Sep 29, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/187/datas/medium_square.png,item-07766,2015-08-30,2015-09-29
THack @ São Paulo travel hackathon,Plug N'Work,$,5000,11,Other,"Aug 29 - 30, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/171/datas/medium_square.jpg,item-07767,2015-08-29,2015-08-30
LevelUp 1 · Computer vision with tracking.js,Online,$,0,58,Other,"Aug 27 - Sep 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/237/datas/medium_square.gif,item-07768,2015-08-27,2015-09-17
LevelUp 2 · Cross-platform desktop apps with Electron,Online,$,0,25,Other,"Aug 27 - Sep 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/240/datas/medium_square.gif,item-07769,2015-08-27,2015-09-17
Techweek Kansas City Hackathon,Sprint Accelerator,$,9850,64,Other,"Sep 19 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/955/datas/medium_square.png,item-07770,2015-09-19,2015-09-20
Go Interactive: Magnet Mobile App Challenge,Online,$,21000,136,Other,"Aug 26 - Oct 27, 2015",False,['Communication'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/138/datas/medium_square.png,item-07771,2015-08-26,2015-10-27
AT&T Data for Diplomas,Online,$,37200,203,AT&T,"Aug 25 - Nov 17, 2015",False,"['Productivity', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/269/998/datas/medium_square.jpg,item-07772,2015-08-25,2015-11-17
Opportunity Hack 2015 Arizona,PayPal Chandler,$,9500,211,Other,"Oct 10 - 11, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/708/datas/medium_square.jpg,item-07773,2015-10-10,2015-10-11
Atlassian Codegeist: Add-on Hackathon,Online,$,100000,891,Atlassian,"Aug 21 - Oct 19, 2015",False,"['DevOps', 'Productivity']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/283/012/datas/medium_square.png,item-07774,2015-08-21,2015-10-19
Opportunity Hack 2015 San Jose,PayPal San Jose,$,7000,445,Other,"Oct 03 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/410/datas/medium_square.jpg,item-07775,2015-10-03,2015-10-04
Smart Transportation and Energy Hackathon,Rainmaking Loft Berlin,€,7500,50,Other,"Sep 25 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/282/404/datas/medium_square.jpg,item-07776,2015-09-25,2015-09-27
Inkathon,Online,$,51250,168,Other,"Aug 17 - Nov 06, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/278/739/datas/medium_square.jpg,item-07777,2015-08-17,2015-11-06
Esri & ICMA Social Services App Challenge,Online,$,6000,45,Other,"Aug 18 - Sep 16, 2015",False,"['IoT', 'Communication', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/279/432/datas/medium_square.png,item-07778,2015-08-18,2015-09-16
OneTreePlanted Hackathon,Notman House,$,500,21,Other,"Aug 21 - 23, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/415/datas/medium_square.png,item-07779,2015-08-21,2015-08-23
Outbox Incubator Demo Day,O2 Think Big Hub,$,0,33,Other,"Aug 14 - 15, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/413/datas/medium_square.jpg,item-07780,2015-08-14,2015-08-15
Hackcess to Justice NC,Campbell Law School,$,3000,24,Other,"Oct 24 - 25, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/280/435/datas/medium_square.jpg,item-07781,2015-10-24,2015-10-25
Tech Retreat,University of Waterloo - Engineering 5 Building,$,1456,68,Other,"Aug 15, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/270/594/datas/medium_square.png,item-07782,2015-08-15,2015-08-22
TechCrunch Disrupt SF 2015,Pier 70,$,88400,591,Other,"Sep 19 - 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/279/427/datas/medium_square.png,item-07783,2015-09-19,2015-09-20
MonkeyBars OpenBuild: Lacuna,LACUNA,$,111499,35,Other,"Sep 12 - 13, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/278/498/datas/medium_square.jpg,item-07784,2015-09-12,2015-09-13
Mexico City Mobility Challenge,Online,$,30000,148,Ford,"Aug 10 - Nov 03, 2015",False,['Social Good'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/279/125/datas/medium_square.jpg,item-07785,2015-08-10,2015-11-03
Hack the Planet,Computer History Museum,$,0,313,Other,"Aug 15 - 16, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/278/198/datas/medium_square.jpg,item-07786,2015-08-15,2015-08-16
Whispir: Make Your App Talk,Online,$,10000,79,Other,"Aug 07 - Oct 25, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/279/899/datas/medium_square.jpg,item-07787,2015-08-07,2015-10-25
TunaHack 2015,Instituto Potosino de Investigación Científica y Tecnológica (IPICYT),$,2000,44,Other,"Aug 07 - 09, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/279/483/datas/medium_square.png,item-07788,2015-08-07,2015-08-09
School's Out Hackathon 2,Trinity University,$,1720,94,Other,"Aug 06 - 08, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/275/847/datas/medium_square.png,item-07789,2015-08-06,2015-08-08
MyScript App Challenge,Online,$,20000,180,Other,"Aug 05 - Oct 28, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/278/731/datas/medium_square.png,item-07790,2015-08-05,2015-10-28
Rock & Code Developer Weekend Contest Sponsored by Sony Music Entertainment,ThoughtWorks NYC,$,1600,95,Other,"Sep 25 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/279/211/datas/medium_square.jpg,item-07791,2015-09-25,2015-09-27
PennApps XII,Wells Fargo Center,$,63650,908,Other,"Sep 04 - 06, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/278/476/datas/medium_square.png,item-07792,2015-09-04,2015-09-06
UNIHACK 2015,Inspire9,$,11300,50,Other,"Aug 14 - 16, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/267/234/datas/medium_square.png,item-07793,2015-08-14,2015-08-16
DCHacks,Cvent World Headquarters,$,3385,116,Other,"Aug 01 - 02, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/278/258/datas/medium_square.png,item-07794,2015-08-01,2015-08-02
USDA Innovation Challenge,Online,$,63000,321,USDA,"Jul 24 - Oct 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/277/209/datas/medium_square.jpg,item-07795,2015-07-24,2015-10-27
Reference Data Challenge,Online,$,45000,129,Other,"Jul 27 - Sep 28, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/275/733/datas/medium_square.png,item-07796,2015-07-27,2015-09-28
2015 Water/Energy Nexus,General Assembly - San Francisco,$,2000,61,Other,"Aug 16, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/271/791/datas/medium_square.jpg,item-07797,2015-08-16,2015-08-23
HudsonHack NYC: Intern Edition,Civic Hall,$,750,46,Other,"Jul 18 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/274/297/datas/medium_square.jpg,item-07798,2015-07-18,2015-07-19
WeCanCode HACK Ensenada 2015,Riviera de Ensenada,$,9000,53,Other,"Sep 12, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/270/202/datas/medium_square.png,item-07799,2015-09-12,2015-09-19
DevIntersection Europe - Office 365 Developer Hackathon,Meervaart Theatre Amsterdam,$,1600,9,Other,"Oct 08 - 16, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07800,2015-10-08,2015-10-16
AngularConnect- Office 365 Developer Hackathon,"EXCEL, LONDON",$,2680,22,Other,"Oct 19 - 21, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07801,2015-10-19,2015-10-21
2015 Big Data Hackathon for San Diego,San Diego State University,$,2600,158,Other,"Oct 03 - 04, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/273/855/datas/medium_square.png,item-07802,2015-10-03,2015-10-04
Qualcomm's EmpowHERment Hackathon & Summit,Qualcomm,$,11460,81,Other,"Jul 17 - 18, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/275/317/datas/medium_square.jpg,item-07803,2015-07-17,2015-07-18
Create Context-Aware Applications with Alohar Mobile's SDK,Online,$,40000,189,Other,"Jul 15 - Oct 16, 2015",False,"['DevOps', 'IoT', 'Lifehacks']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/274/565/datas/medium_square.png,item-07804,2015-07-15,2015-10-16
The Invisible Hackathon (iOS Only),BizHaus,$,4041,32,Other,"Aug 08 - 09, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/274/792/datas/medium_square.jpg,item-07805,2015-08-08,2015-08-09
#AudioMusicHackathon,Queen Mary University of London,$,0,32,Other,"Jul 18 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/275/184/datas/medium_square.jpg,item-07806,2015-07-18,2015-07-19
GBIF Ebbe Nielsen Challenge – Round 2,Online,€,25000,25,Other,"Jul 07 - Sep 04, 2015",False,"['Communication', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/274/376/datas/medium_square.png,item-07807,2015-07-07,2015-09-04
The Bionic Hacker | Summer Jam,Online,$,0,34,Other,"Jul 06 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/267/409/datas/medium_square.gif,item-07808,2015-07-06,2015-07-27
Your First API | Summer Jam,Online,$,0,90,Other,"Jul 06 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/267/412/datas/medium_square.gif,item-07809,2015-07-06,2015-07-27
SEARS Retail Hackathon,Startup Hall,$,21000,66,Other,"Jul 24 - 26, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/124/985/datas/medium_square.jpg,item-07810,2015-07-24,2015-07-26
We Code: Women's Hackathon,"Portland, OR, USA",$,200,103,Other,"Jul 24 - 25, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07811,2015-07-24,2015-07-25
Smart Cities Hackathon 2.0,Hilton Hotel,$,5500,129,Other,"Jul 01 - Oct 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/273/547/datas/medium_square.png,item-07812,2015-07-01,2015-10-27
Nexmo: Build With Our New Beta,Online,$,0,26,Other,"Jul 01 - 31, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/273/765/datas/medium_square.jpg,item-07813,2015-07-01,2015-07-31
European SharePoint Conference 2015 Hackathon - Stockholm,"Stockholmsmässan, Stockholm",$,1600,31,Other,"Nov 02 - 11, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07814,2015-11-02,2015-11-11
Maps as Art | Summer Jam,Online,$,0,145,Other,"Jun 29 - Jul 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/267/406/datas/medium_square.gif,item-07815,2015-06-29,2015-07-20
HackStart Summer 2015 Teen Hackathon,BitPay Headquarters - Atlanta,$,600,25,Other,"Jul 10 - 11, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/270/101/datas/medium_square.jpg,item-07816,2015-07-10,2015-07-11
ObjectRocket by Rackspace Presents Hack The Block,Online,$,25000,170,Other,"Jul 17 - Oct 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/268/996/datas/medium_square.gif,item-07817,2015-07-17,2015-10-20
Ambitious Apps at Amazing Scale! A Hackathon for Apache Geode (incubating),Online,$,1342,28,Other,"Jun 28 - Jul 17, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/271/672/datas/medium_square.png,item-07818,2015-06-28,2015-07-17
CHIMEHACK 2,"Twitter HQ - Note: this is a closed event, by application only.",$,35000,207,Other,"Jul 09 - 12, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07819,2015-07-09,2015-07-12
Internet of Things | Summer Jam,Online,$,0,238,Other,"Jul 06 - 27, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/269/716/datas/medium_square.gif,item-07820,2015-07-06,2015-07-27
The Blue Airplane Hack,Online,$,8000,89,Other,"Jun 19 - Aug 20, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/269/685/datas/medium_square.png,item-07821,2015-06-19,2015-08-20
Battle of the Hacks v 2.0,No location yet,$,26300,40,Other,"Jun 20 - 21, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/270/077/datas/medium_square.gif,item-07822,2015-06-20,2015-06-21
HackUC,Union County Magnet High School,$,0,50,Other,"Jun 22, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/270/048/datas/medium_square.png,item-07823,2015-06-22,2015-06-29
HackBaroda,"Vadodara, India",$,686,34,Other,"Jun 20 - 21, 2015",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-07824,2015-06-20,2015-06-21
Connect with Your Team | Summer Jam,Online,$,0,97,Other,"Jun 15 - Jul 06, 2015",False,['Communication'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/267/403/datas/medium_square.gif,item-07825,2015-06-15,2015-07-06
KPCB Fellows Challenge,Online,$,1000,78,Other,"Jun 15 - Aug 31, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/261/400/datas/medium_square.jpg,item-07826,2015-06-15,2015-08-31
hackTSU,"Tbilisi, Georgia",$,4500,45,Other,"Jun 18 - 21, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/267/924/datas/medium_square.png,item-07827,2015-06-18,2015-06-21
Financial Literacy | Summer Jam,Online,$,0,78,Other,"Jun 08 - 29, 2015",False,['Fintech'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/675/datas/medium_square.gif,item-07828,2015-06-08,2015-06-29
VR Hackathon NY: Mythos & Moxie,"New York, NY, USA",$,1000,46,Other,"Jul 10 - 24, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/275/300/datas/medium_square.jpg,item-07829,2015-07-10,2015-07-24
HackBajio,"León de los Aldama, Mexico",$,73500,47,Other,"Jun 05 - 07, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/265/644/datas/medium_square.jpg,item-07830,2015-06-05,2015-06-07
São Paulo Mobility Global Challenge,Online,$,20000,108,Ford,"Jun 05 - Sep 08, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/660/datas/medium_square.png,item-07831,2015-06-05,2015-09-08
Health and Wellness Designed by You,No location yet,$,1000,88,Other,"Jun 20 - 21, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/759/datas/medium_square.png,item-07832,2015-06-20,2015-06-21
HackECPAT End Trafficking Hackathon,No location yet,$,1035,46,Other,"Jul 18 - 19, 2015",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/767/datas/medium_square.jpg,item-07833,2015-07-18,2015-07-19
Desafio São Paulo de Mobilidade,Online,R$,59000,100,Other,"Jun 05 - Sep 08, 2015",False,"['IoT', 'Lifehacks']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/264/661/datas/medium_square.png,item-07834,2015-06-05,2015-09-08
